Referência;Cor;Tamanho;Coleção;Marcas;Estoque
CSV261210 - BLUSA ML OMBRO DESLOCADO;CSV26R004 - SV26R004 - AQUARELA;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261209 - SAIA MIDI COM FAIXA;17-4029 - AZUL (QUIET HARBOR;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261209 - SAIA MIDI COM FAIXA;12-1005 - BEGE (Novelle Peach TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261206.C - COORDENADO BLUSA E CALÇA;19-0000 - PRETO (Raven TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.2 - CALÇA CENOURA C/ PREGA;13-0333 - BEGE (Lima Bean TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261206.2 - CALÇA CENOURA C/ PREGA;13-0333 - BEGE (Lima Bean TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261206.2 - CALÇA CENOURA C/ PREGA;13-0333 - BEGE (Lima Bean TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.2 - CALÇA CENOURA C/ PREGA;16-4013 - AZUL (Chicory TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.2 - CALÇA CENOURA C/ PREGA;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.1 - BLUSA DE ALÇA COM BABADO;13-0333 - BEGE (Lima Bean TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.1 - BLUSA DE ALÇA COM BABADO;16-4013 - AZUL (Chicory TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261206.1 - BLUSA DE ALÇA COM BABADO;16-4013 - AZUL (Chicory TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261206.1 - BLUSA DE ALÇA COM BABADO;16-4013 - AZUL (Chicory TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261205 - VESTIDO MIDI OMBRO DESLOCADO;13-0333 - BEGE (Lima Bean TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261205 - VESTIDO MIDI OMBRO DESLOCADO;13-0333 - BEGE (Lima Bean TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261205 - VESTIDO MIDI OMBRO DESLOCADO;19-0000 - PRETO (Raven TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261204 - VESTIDO MIDI EVASÊ;CSV26R010 - SV26R010 TERRA ALT7 - SUBLI;PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261204 - VESTIDO MIDI EVASÊ;CSV26R010 - SV26R010 TERRA ALT7 - SUBLI;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261204 - VESTIDO MIDI EVASÊ;CSV26R010 - SV26R010 TERRA ALT7 - SUBLI;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261202.C - COORDENADO BLUSA E CALÇA;19-5621 - VERDE (Cilantro;PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.C - COORDENADO BLUSA E CALÇA;19-3923 - AZUL MARINHO (Navy Blazer);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261202.C - COORDENADO BLUSA E CALÇA;19-3923 - AZUL MARINHO (Navy Blazer);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261202.C - COORDENADO BLUSA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.C - COORDENADO BLUSA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.C - COORDENADO BLUSA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.2 - CALÇA WIDE LISA;19-1235 - MARROM (Brunette TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261202.2 - CALÇA WIDE LISA;19-1235 - MARROM (Brunette TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261202.2 - CALÇA WIDE LISA;19-5621 - VERDE (Cilantro;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.2 - CALÇA WIDE LISA;18-1664 - VERMELHO  (Fiery Red TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261202.2 - CALÇA WIDE LISA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261202.2 - CALÇA WIDE LISA;18-1664 - VERMELHO  (Fiery Red TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.1 - BLUSA DECOTE V C/ FAIXA;19-1235 - MARROM (Brunette TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.1 - BLUSA DECOTE V C/ FAIXA;19-1235 - MARROM (Brunette TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.1 - BLUSA DECOTE V C/ FAIXA;19-1235 - MARROM (Brunette TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261202.1 - BLUSA DECOTE V C/ FAIXA;18-1664 - VERMELHO  (Fiery Red TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261202.1 - BLUSA DECOTE V C/ FAIXA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261201 - VESTIDO MIDI COM CINTO;19-1235 - MARROM (Brunette TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261201 - VESTIDO MIDI COM CINTO;16-3929 - AZUL (Grapemist TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261200 - MACACÃO LONGO LISO;19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261200 - MACACÃO LONGO LISO;19-1241 - MARROM (Tortoise Shell TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261200 - MACACÃO LONGO LISO;19-3932 - AZUL (Naval Academy);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261200 - MACACÃO LONGO LISO;19-3932 - AZUL (Naval Academy);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261200 - MACACÃO LONGO LISO;19-0000 - PRETO (Raven TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.C - COORDENADO CAMISA E BERMUDA;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.C - COORDENADO CAMISA E BERMUDA;19-4052 - AZUL (Classic Blue TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.C - COORDENADO CAMISA E BERMUDA;19-4052 - AZUL (Classic Blue TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.C - COORDENADO CAMISA E BERMUDA;19-4052 - AZUL (Classic Blue TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-1241 - MARROM (Tortoise Shell TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261198.2 - BERMUDA LISA COM BOLSOS;11-4300 - BRANCO (Marshmallow TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;11-4300 - BRANCO (Marshmallow TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;11-4300 - BRANCO (Marshmallow TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261198.2 - BERMUDA LISA COM BOLSOS;11-4300 - BRANCO (Marshmallow TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;11-4300 - BRANCO (Marshmallow TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-4052 - AZUL (Classic Blue TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-4052 - AZUL (Classic Blue TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-4052 - AZUL (Classic Blue TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-0403 - MARROM (MARROM RAÍZES;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261198.2 - BERMUDA LISA COM BOLSOS;19-0403 - MARROM (MARROM RAÍZES;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261198.1 - CAMISA LISA TRANSPASSADA (CSV261198);19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261198.1 - CAMISA LISA TRANSPASSADA (CSV261198);19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261196.C - COORDENADO COLETE E CALÇA;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.C - COORDENADO COLETE E CALÇA;19-4052 - AZUL (Classic Blue TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261196.C - COORDENADO COLETE E CALÇA;19-4052 - AZUL (Classic Blue TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261196.C - COORDENADO COLETE E CALÇA;19-4052 - AZUL (Classic Blue TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.C - COORDENADO COLETE E CALÇA;19-0403 - MARROM (MARROM RAÍZES;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.C - COORDENADO COLETE E CALÇA;19-0403 - MARROM (MARROM RAÍZES;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261196.C - COORDENADO COLETE E CALÇA;114300 - 11-4300;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.C - COORDENADO COLETE E CALÇA;114300 - 11-4300;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.C - COORDENADO COLETE E CALÇA;114300 - 11-4300;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.2 - CALÇA BALOOM LISA;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261196.2 - CALÇA BALOOM LISA;19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;9
CSV261196.2 - CALÇA BALOOM LISA;11-4300 - BRANCO (Marshmallow TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.2 - CALÇA BALOOM LISA;11-4300 - BRANCO (Marshmallow TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.1 - COLETE ALONGADO COM CINTO;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261196.1 - COLETE ALONGADO COM CINTO;19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261196.1 - COLETE ALONGADO COM CINTO;19-1241 - MARROM (Tortoise Shell TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261196.1 - COLETE ALONGADO COM CINTO;11-4300 - BRANCO (Marshmallow TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.1 - COLETE ALONGADO COM CINTO;19-0403 - MARROM (MARROM RAÍZES;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261196.1 - COLETE ALONGADO COM CINTO;19-0403 - MARROM (MARROM RAÍZES;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261196.1 - COLETE ALONGADO COM CINTO;19-0403 - MARROM (MARROM RAÍZES;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.C - COORDENADO CAMISA E CINTO;15-1040 - MARROM (ICED COFFEE);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.C - COORDENADO CAMISA E CINTO;15-1040 - MARROM (ICED COFFEE);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.2 - CINTO DUAS PONTAS;19-1241 - MARROM (Tortoise Shell TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261195.2 - CINTO DUAS PONTAS;19-1241 - MARROM (Tortoise Shell TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261195.1 - CAMISA ML COM CINTO;11-0601 - BRANCO (Bright White TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261195.1 - CAMISA ML COM CINTO;11-0601 - BRANCO (Bright White TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.1 - CAMISA ML COM CINTO;15-1040 - MARROM (ICED COFFEE);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.1 - CAMISA ML COM CINTO;16-4020 - AZUL (Della Robbia Blue TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261195.1 - CAMISA ML COM CINTO;16-4020 - AZUL (Della Robbia Blue TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261195.1 - CAMISA ML COM CINTO;16-4020 - AZUL (Della Robbia Blue TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261192.2 - CALÇA COM CINTURA DE ELÁSTICO;CSV26R028 - SV26R028 POEIRA - NEO SAT;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261192.2 - CALÇA COM CINTURA DE ELÁSTICO;CSV26R028 - SV26R028 POEIRA - NEO SAT;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261192.2 - CALÇA COM CINTURA DE ELÁSTICO;CSV26R028 - SV26R028 POEIRA - NEO SAT;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261192.2 - CALÇA COM CINTURA DE ELÁSTICO;CSV26R028 - SV26R028 POEIRA - NEO SAT;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261192.1 - CAMISA COM BOTÕES;CSV26R005 - SV26R028 POEIRA - NEO SAT;PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261192.1 - CAMISA COM BOTÕES;CSV26R005 - SV26R028 POEIRA - NEO SAT;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261192.1 - CAMISA COM BOTÕES;CSV26R005 - SV26R028 POEIRA - NEO SAT;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;10
CSV261192.1 - CAMISA COM BOTÕES;CSV26R005 - SV26R028 POEIRA - NEO SAT;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261191 - BLUSA BABADOS;17-4037 - AZUL (Ultramarine TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261191 - BLUSA BABADOS;19-3526 - LILAS (Meadow Violet TC;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261191 - BLUSA BABADOS;19-0000 - PRETO (Raven TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261191 - BLUSA BABADOS;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261189.C - COORDENADO CAMISA E CALÇA;18-0430 - VERDE (Avocado TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261189.C - COORDENADO CAMISA E CALÇA;18-0430 - VERDE (Avocado TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261189.C - COORDENADO CAMISA E CALÇA;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261189.2 - CALÇA ALFAIATARIA;18-0430 - VERDE (Avocado TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;7
CSV261189.2 - CALÇA ALFAIATARIA;18-0430 - VERDE (Avocado TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;8
CSV261189.2 - CALÇA ALFAIATARIA;17-1328 - MARROM (Indian Tan TC;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261189.2 - CALÇA ALFAIATARIA;17-1328 - MARROM (Indian Tan TC;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261189.2 - CALÇA ALFAIATARIA;17-1328 - MARROM (Indian Tan TC;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261189.1 - CAMISA ALFAIATARIA;18-0430 - VERDE (Avocado TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;7
CSV261189.1 - CAMISA ALFAIATARIA;18-0430 - VERDE (Avocado TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261189.1 - CAMISA ALFAIATARIA;17-1328 - MARROM (Indian Tan TC;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261189.1 - CAMISA ALFAIATARIA;17-1328 - MARROM (Indian Tan TC;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.C - COORDENADO CAMISA E CALÇA;18-6024 - VERDE (Amazon TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.C - COORDENADO CAMISA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.C - COORDENADO CAMISA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.C - COORDENADO CAMISA E CALÇA;18-1664 - VERMELHO  (Fiery Red TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.C - COORDENADO CAMISA E CALÇA;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261187.2 - CALÇA RETA;18-6024 - VERDE (Amazon TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261187.2 - CALÇA RETA;18-6024 - VERDE (Amazon TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.2 - CALÇA RETA;18-1664 - VERMELHO  (Fiery Red TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.2 - CALÇA RETA;18-1664 - VERMELHO  (Fiery Red TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;9
CSV261187.2 - CALÇA RETA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;9
CSV261187.2 - CALÇA RETA;18-1664 - VERMELHO  (Fiery Red TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.1 - CAMISA RETA;18-6024 - VERDE (Amazon TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261187.1 - CAMISA RETA;18-1664 - VERMELHO  (Fiery Red TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;9
CSV261187.1 - CAMISA RETA;18-1664 - VERMELHO  (Fiery Red TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261187.1 - CAMISA RETA;19-0000 - PRETO (Raven TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261185.C - COORDENADO REGATA E CALÇA;16-1610 - NUDE (Brandied Apricot TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261185.C - COORDENADO REGATA E CALÇA;16-1610 - NUDE (Brandied Apricot TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261185.C - COORDENADO REGATA E CALÇA;14-0851 - LARANJA (Samoan Sun);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261185.2 - CALÇA LISTRAS;17-0535 - VERDE  (Green Olive TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261185.2 - CALÇA LISTRAS;17-0535 - VERDE  (Green Olive TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;8
CSV261185.1 - REGATA LISTRAS;17-0535 - VERDE  (Green Olive TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261185.1 - REGATA LISTRAS;17-0535 - VERDE  (Green Olive TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261185.1 - REGATA LISTRAS;17-0535 - VERDE  (Green Olive TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;7
CSV261181.2 - CALÇA LASE;18-0317 - VERDE (Bronze Green TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;8
CSV261181.2 - CALÇA LASE;18-0317 - VERDE (Bronze Green TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;5
CSV261181.2 - CALÇA LASE;18-0317 - VERDE (Bronze Green TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261181.2 - CALÇA LASE;18-0317 - VERDE (Bronze Green TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;6
CSV261181.2 - CALÇA LASE;17-4030 - AZUL (Silver Lake Blue TC;P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261181.2 - CALÇA LASE;17-4030 - AZUL (Silver Lake Blue TC;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261181.2 - CALÇA LASE;17-4030 - AZUL (Silver Lake Blue TC;G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261181.2 - CALÇA LASE;17-4030 - AZUL (Silver Lake Blue TC;GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261181.1 - CAMISA LASE;18-0317 - VERDE (Bronze Green TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261181.1 - CAMISA LASE;18-0317 - VERDE (Bronze Green TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261179.C - COORDENADO BLAZER E SHORT;11-0602 - BRANCO (off white);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261179.C - COORDENADO BLAZER E SHORT;12-1005 - BEGE (Novelle Peach TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261179.C - COORDENADO BLAZER E SHORT;12-1005 - BEGE (Novelle Peach TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261179.C - COORDENADO BLAZER E SHORT;12-1005 - BEGE (Novelle Peach TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261179.C - COORDENADO BLAZER E SHORT;12-1005 - BEGE (Novelle Peach TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261179.2 - SHORT ALFAIATARIA;12-1005 - BEGE (Novelle Peach TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261179.2 - SHORT ALFAIATARIA;12-1005 - BEGE (Novelle Peach TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261179.2 - SHORT ALFAIATARIA;12-1005 - BEGE (Novelle Peach TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;3
CSV261179.2 - SHORT ALFAIATARIA;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261179.1 - BLAZER ALFAIATARIA;12-1005 - BEGE (Novelle Peach TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261177.C - COORDENADO REGATA E CALÇA;11-0602 - BRANCO (off white);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.C - COORDENADO REGATA E CALÇA;16-0430 - VERDE (Fern TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;18-3936 - AZUL (Ebb and Flow;M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;11-0602 - BRANCO (off white);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;11-0602 - BRANCO (off white);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;16-0430 - VERDE (Fern TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;19-0000 - PRETO (Raven TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;19-0000 - PRETO (Raven TC);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;19-0000 - PRETO (Raven TC);G;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.2 - CALÇA WIDE;19-0000 - PRETO (Raven TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261177.1 - REGATA ALONGADA;11-0602 - BRANCO (off white);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
CSV261177.1 - REGATA ALONGADA;11-0602 - BRANCO (off white);M;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;8
CSV261175.C - COORDENADO REGATA E CALÇA;15-1314 - MARROM (Cuban Sand TC);PP;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261175.C - COORDENADO REGATA E CALÇA;15-1314 - MARROM (Cuban Sand TC);GG;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;1
CSV261175.2 - CALÇA RETA;15-1314 - MARROM (Cuban Sand TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;4
CSV261175.1 - COLETE ALFAIATARIA;15-1314 - MARROM (Cuban Sand TC);P;CARLOTA COSTA VERÃO 2026;FR SIMONE GOMES;2
